emp_no,first_name,last_name,dept_name
230378,Brigham,Babu,Sales
475240,Yurij,Babu,Development
230378,Brigham,Babu,Marketing
203390,Lech,Babu,Development
16230,Ung,Babu,Production
53674,Mong,Babu,Research
99643,Beshir,Babu,Sales
18986,Pintsang,Babu,Finance
75965,Geraldo,Babu,Research
74965,Owen,Babu,Sales
292130,Mariusz,Babu,Customer Service
50522,Hongzhu,Babu,Sales
49920,Dekang,Babu,Sales
434766,Basim,Babu,Sales
16230,Ung,Babu,Customer Service
299285,Conal,Baby,Development
98453,Huan,Baby,Quality Management
427073,Wayne,Baby,Finance
214448,Gay,Baby,Development
227423,Arunas,Baby,Production
100277,Ravishankar,Baby,Production
284250,Munehiko,Baby,Customer Service
284250,Munehiko,Baby,Development
26715,Dhritiman,Baby,Quality Management
100277,Ravishankar,Baby,Customer Service
68699,Harjit,Baby,Research
291733,Huei,Baby,Human Resources
242821,Vojin,Baby,Sales
438422,Sedat,Baby,Development
479297,Masali,Baby,Quality Management
261226,Zhaofang,Baby,Sales
271053,Bernd,Baby,Development
271053,Bernd,Baby,Research
232107,Boutros,Baby,Development
407411,Shaowei,Baby,Development
251608,Ult,Baby,Development
407411,Shaowei,Baby,Research
406739,Demin,Baby,Development
255177,Valeri,Baca,Production
488877,Magy,Baca,Sales
268180,Alois,Baca,Development
274342,Mihalis,Baca,Finance
476454,Fatemeh,Baca,Production
496521,Yinghua,Baca,Production
406099,Dhritiman,Baca,Quality Management
232679,Lijie,Baca,Sales
100753,Zsolt,Baca,Development
100753,Zsolt,Baca,Research
263143,Berhard,Baca,Development
206018,Takahiro,Baca,Development
421095,Arto,Baca,Production
264459,Wilmer,Baca,Production
431701,Maya,Baca,Development
76239,Nectarios,Baca,Development
288776,Akeno,Baca,Sales
104060,Moriyoshi,Baca,Production
18573,Zongyan,Baca,Finance
434120,Dayanand,Baca,Finance
459347,Martijn,Baca,Sales
221014,Arunachalam,Baca,Development
103252,Domenick,Baca,Development
263143,Berhard,Baca,Production
471540,Odoardo,Baca,Development
98732,Nikolaus,Baca,Human Resources
238053,Lein,Baca,Sales
104060,Moriyoshi,Baca,Development
233464,Hsiangchu,Bach,Development
232038,Ennio,Bach,Quality Management
210638,Xianlong,Bach,Development
105085,Mamdouh,Bach,Research
409983,Yinghua,Bach,Sales
215277,Ewing,Bach,Sales
227456,Mark,Bach,Human Resources
85757,Kannan,Bach,Human Resources
474388,Shooichi,Bach,Marketing
478234,Mayuri,Bach,Development
56638,Ortrud,Bach,Production
298704,Cedric,Bach,Sales
48028,Steve,Bach,Development
279661,Xiadong,Bach,Sales
54533,Goetz,Bach,Production
476733,Nechama,Bach,Production
20091,Janalee,Bach,Human Resources
24199,Iara,Bach,Development
80031,Wayne,Bach,Production
258501,Nadjib,Bach,Research
212856,Kayoko,Bach,Development
294319,Geoffry,Bach,Sales
471962,Joydip,Bach,Marketing
217188,Leszek,Bach,Sales
412008,Irene,Bach,Quality Management
294947,Bernd,Back,Production
247963,Charlene,Back,Development
417721,Aron,Back,Development
460652,Joydip,Back,Development
449507,Teruyuki,Back,Sales
460652,Joydip,Back,Production
265276,Toshiki,Back,Research
265276,Toshiki,Back,Development
278523,Berni,Back,Marketing
67845,Xuejun,Back,Sales
23220,Christoper,Back,Quality Management
402035,Shalesh,Back,Development
19393,Boaz,Back,Research
200348,Abdulla,Back,Development
435952,Toshimi,Back,Production
245835,Peternela,Back,Sales
267032,Mani,Back,Development
280622,Wayne,Back,Development
105365,Iara,Backhouse,Quality Management
409153,Arie,Backhouse,Customer Service
90664,Ziva,Backhouse,Marketing
73644,Eberhardt,Backhouse,Production
403296,Seongbae,Backhouse,Sales
73644,Eberhardt,Backhouse,Quality Management
220316,Sanjoy,Backhouse,Development
409153,Arie,Backhouse,Sales
439115,Pohua,Backhouse,Development
250612,Hidekazu,Backhouse,Sales
483635,Marsja,Backhouse,Development
442562,Masasuke,Backhouse,Production
451040,Taisook,Backhouse,Research
451040,Taisook,Backhouse,Development
490552,Emran,Backhouse,Development
470830,Paloma,Backhouse,Human Resources
267088,Kien,Backhouse,Finance
479167,Mayuri,Backhouse,Sales
235708,Jayesh,Backhouse,Human Resources
470830,Paloma,Backhouse,Marketing
482036,Alper,Badache,Research
458266,Shahid,Badache,Sales
473899,Yucai,Badache,Marketing
498959,Chenye,Badache,Development
207486,Vatsa,Badache,Customer Service
217963,Vojin,Badache,Research
488682,Ugo,Badache,Research
36131,Theron,Badache,Production
107276,Maja,Badache,Production
246437,Michaela,Badache,Quality Management
423966,Harjit,Badache,Sales
86037,Khaled,Badache,Sales
86037,Khaled,Badache,Customer Service
86052,Hidekazu,Badache,Marketing
248023,Sverrir,Badache,Development
246437,Michaela,Badache,Production
226079,Naraig,Badache,Development
479438,Sreenivas,Badache,Quality Management
285087,Masako,Badache,Sales
477370,Odinaldo,Badache,Production
423966,Harjit,Badache,Customer Service
204560,Sariel,Badache,Development
488682,Ugo,Badache,Development
222598,Lokesh,Bade,Sales
283059,Kshitij,Bade,Development
52252,Moty,Bade,Marketing
47166,Chiranjit,Bade,Research
267781,Nathan,Bade,Sales
222598,Lokesh,Bade,Marketing
71307,Tadahiro,Bade,Human Resources
235180,Mototsugu,Bade,Marketing
493515,Volkmar,Bade,Development
67164,Eckart,Bade,Production
47166,Chiranjit,Bade,Development
297131,Kokou,Bade,Production
81271,Kendra,Bade,Research
230958,Krisda,Bade,Production
52252,Moty,Bade,Sales
278065,Shigehito,Bade,Development
100721,Poornachandra,Bade,Development
283270,Val,Bade,Quality Management
495370,Khalid,Bade,Research
405204,Kwan,Bade,Development
272541,Arie,Bade,Sales
452792,Dmitry,Bade,Customer Service
277029,Fumiyo,Bade,Development
452792,Dmitry,Bade,Sales
277029,Fumiyo,Bade,Customer Service
491598,Arra,Bade,Finance
273360,Kellie,Bade,Production
273360,Kellie,Bade,Quality Management
446815,Zhonghui,Badr,Research
63487,Adib,Badr,Development
424980,Dekang,Badr,Development
108503,Krisda,Badr,Production
36309,Shawna,Badr,Production
259160,Marsha,Badr,Sales
24120,Luerbio,Badr,Quality Management
290895,Serge,Badr,Development
58423,Wuxu,Badr,Research
60501,Ranga,Badr,Development
401670,Pohua,Badr,Production
208118,Noritoshi,Baek,Development
44695,Sadok,Baek,Research
53827,Shan,Baek,Quality Management
74169,Eldridge,Baek,Production
408294,Khalil,Baek,Human Resources
226466,Atilio,Baek,Marketing
465793,Make,Baek,Development
459269,Akhilish,Baek,Quality Management
263525,Reinhard,Baek,Sales
94862,Gro,Baek,Customer Service
56312,Jaber,Baek,Development
436126,Janalee,Baek,Marketing
436126,Janalee,Baek,Customer Service
85866,Dinkar,Baek,Sales
208118,Noritoshi,Baek,Production
226466,Atilio,Baek,Human Resources
83592,Georgy,Baek,Production
247318,Sarita,Baek,Development
483069,Masaru,Baek,Production
457138,Stepehn,Baek,Production
212260,Hsiangchu,Baek,Production
410098,Duke,Baek,Customer Service
457138,Stepehn,Baek,Development
271604,Phillip,Bael,Production
461625,Margareta,Bael,Sales
468903,Lucian,Bael,Production
457450,Jinya,Bael,Research
257501,Hilary,Bael,Research
239332,Nimmagadda,Bael,Finance
40245,Yucai,Bael,Sales
68499,Arfst,Bael,Production
38679,Zvonko,Bael,Production
497343,Fan,Bael,Production
279762,Rildo,Bael,Marketing
266747,Shigenori,Bael,Production
63471,Filipp,Bael,Development
220998,Eckart,Bael,Sales
204542,Lucian,Bael,Development
12651,Pragnesh,Bael,Sales
495238,Georg,Bael,Finance
87359,Sadok,Bael,Marketing
87359,Sadok,Bael,Customer Service
234848,Xiaobin,Bael,Production
38679,Zvonko,Bael,Development
68890,Mantis,Baer,Finance
460913,Kwangho,Baer,Production
400555,Percy,Baer,Development
225661,Hairong,Baer,Marketing
269466,Khalil,Baer,Development
435630,Dines,Baer,Sales
225661,Hairong,Baer,Sales
33018,Christophe,Baer,Development
222242,Michaela,Baer,Research
50218,Boguslaw,Baer,Marketing
27325,Kauko,Baer,Production
281505,Babette,Baer,Sales
235740,Arco,Baer,Sales
440812,Yechiam,Baer,Development
216392,Ziyad,Baer,Finance
267710,Sanjoy,Baer,Production
485009,Fei,Baer,Production
228563,Paloma,Baer,Development
269914,Fan,Baer,Production
440812,Yechiam,Baer,Quality Management
442699,Samphel,Baer,Development
450086,Stamatina,Baer,Finance
446244,Denis,Baez,Sales
288209,Elvia,Baez,Sales
283303,Domenick,Baez,Marketing
414347,Seshu,Baez,Customer Service
231858,Geoffry,Baez,Sales
490250,Elvis,Baez,Sales
77147,Elrique,Baez,Production
260522,Kasturi,Baez,Production
281547,Vidar,Baez,Sales
440590,Nadjib,Baez,Production
440590,Nadjib,Baez,Customer Service
281547,Vidar,Baez,Customer Service
297795,Aksel,Baez,Sales
103782,Sigeru,Baez,Sales
443829,Taiji,Baez,Development
486205,Bodh,Baez,Production
473232,Jagoda,Baez,Sales
408277,Bokyung,Baez,Sales
201997,Aran,Baez,Research
236228,Gal,Baez,Customer Service
425994,Douadi,Baez,Finance
72836,Sadun,Baez,Sales
431989,Shaz,Baez,Development
214663,Bangqing,Baez,Development
263544,Kazuyasu,Baez,Development
218491,Kannan,Baez,Human Resources
431442,Murthy,Baez,Marketing
423757,Katsuyuki,Baezner,Production
423897,Jacopo,Baezner,Finance
17925,Adamantios,Baezner,Quality Management
18138,Moni,Baezner,Development
18138,Moni,Baezner,Research
101928,Avishai,Baezner,Development
297592,Goncalo,Baezner,Sales
202449,Susumu,Baezner,Production
433710,Gou,Baezner,Development
470391,Eishiro,Baezner,Production
483285,Zhenhua,Baezner,Development
47148,Makato,Baezner,Development
47148,Makato,Baezner,Production
26682,Yucai,Baezner,Sales
422960,Naftaly,Baezner,Production
407653,Hitomi,Baezner,Customer Service
243677,Odoardo,Baezner,Development
416260,Flemming,Baezner,Development
464025,Brigham,Baezner,Production
407359,Suvo,Baezner,Quality Management
407653,Hitomi,Baezner,Sales
464515,Owen,Baezner,Production
405973,Mohit,Baezner,Production
232423,Szabolcs,Baezner,Development
278332,Mototsugu,Baezner,Production
439533,Kerryn,Bage,Sales
452858,Tiina,Bage,Development
478005,Werner,Bage,Human Resources
495925,Guttorm,Bage,Development
479293,Chandrasekaran,Bage,Sales
485244,George,Bage,Sales
94172,Ronnie,Bage,Sales
437794,Etsuo,Bage,Production
80722,Yechiam,Bage,Research
210230,Chikako,Bage,Development
474376,Jovan,Bage,Development
246320,Michaela,Bage,Development
202610,Berhard,Bage,Development
271013,Ipke,Bage,Production
41979,Hilary,Bage,Customer Service
36529,Toong,Bage,Finance
247135,Yaghout,Bage,Development
209937,Erez,Bage,Development
79401,Zvonko,Bage,Human Resources
472622,Kensei,Bage,Marketing
49130,Pohua,Bage,Development
38553,Dinkar,Bage,Sales
247135,Yaghout,Bage,Production
41724,Faiza,Bage,Marketing
403464,Shigenori,Bage,Customer Service
21312,Mani,Bahi,Development
10921,Mara,Bahi,Production
25573,Trygve,Bahi,Research
27281,Leaf,Bahi,Development
427547,Roselyn,Bahi,Finance
255641,Randy,Bahi,Production
15092,Remmert,Bahi,Customer Service
443411,Behnaam,Bahi,Sales
215734,Gina,Bahi,Development
37624,Jianhua,Bahi,Production
91708,Mori,Bahi,Production
275504,Aluzio,Bahi,Development
483065,Sudhanshu,Bahi,Development
451002,Fumino,Bahk,Quality Management
488164,Kaijung,Bahk,Human Resources
468920,Randy,Bahk,Development
453600,Billie,Bahk,Customer Service
486690,Goh,Bahk,Development
484458,Xiaocheng,Bahk,Development
453600,Billie,Bahk,Production
78447,Chiranjit,Bahk,Sales
57658,Maja,Bahk,Human Resources
298304,Khalid,Bahk,Human Resources
26668,Berhard,Bahk,Research
26668,Berhard,Bahk,Production
54123,Kien,Bahk,Marketing
45467,Huican,Bahk,Development
78524,Zhiwei,Bahk,Sales
32054,Kersti,Bahk,Customer Service
421347,Erzsebet,Bahk,Development
494648,Junichi,Bahk,Human Resources
32054,Kersti,Bahk,Production
298304,Khalid,Bahk,Finance
109281,Moni,Bahk,Production
54123,Kien,Bahk,Sales
42756,Kotesh,Bahk,Production
61910,Gay,Bahk,Development
419787,Shahar,Bahl,Development
31864,Zhenbing,Bahl,Quality Management
31864,Zhenbing,Bahl,Development
296870,Sanjeeva,Bahl,Production
481636,Yannik,Bahl,Finance
74151,Munehiro,Bahl,Sales
246041,Maria,Bahl,Finance
250127,Anwar,Bahl,Production
250127,Anwar,Bahl,Customer Service
20965,Tadanori,Bahl,Production
20965,Tadanori,Bahl,Quality Management
35554,Aran,Bahl,Human Resources
109740,Jacqueline,Bahl,Sales
94531,Kannan,Bahl,Human Resources
98628,Radhika,Bahl,Development
19394,Charmane,Bahl,Finance
19394,Charmane,Bahl,Human Resources
444508,Kaijung,Bahl,Sales
459467,Arunas,Bahl,Human Resources
288115,Xinyu,Bahl,Production
259019,Paris,Bahl,Development
469799,Genki,Bahl,Development
460059,Huei,Bahl,Production
272825,Kensyu,Bahl,Marketing
419001,Sanjay,Bahl,Research
451028,Zengping,Bahr,Finance
250747,Tomofumi,Bahr,Marketing
417322,Jiong,Bahr,Production
463921,Lalit,Bahr,Sales
498894,Chaoyi,Bahr,Production
289904,Tetsurou,Bahr,Human Resources
405198,Sahrah,Bahr,Marketing
235486,Tse,Bahr,Development
404316,Kwun,Bahr,Quality Management
248743,Leif,Bahr,Development
99705,Souichi,Bahr,Customer Service
62804,Emran,Bahr,Development
248130,Jacqueline,Bahr,Marketing
419336,Peer,Bahr,Research
29519,Theirry,Bahr,Production
26172,Sedat,Bahr,Sales
47726,Huei,Bahr,Marketing
100322,Janalee,Bahr,Human Resources
491289,Hidekazu,Bahr,Production
298094,Shawna,Bahr,Customer Service
15739,Poorav,Bahr,Development
484568,Alexius,Bahr,Sales
202949,Jeanna,Bahr,Production
202949,Jeanna,Bahr,Development
298668,Lorien,Bahr,Production
99705,Souichi,Bahr,Production
258863,Elvia,Baig,Research
264724,Babette,Baig,Quality Management
229717,Sivanarayana,Baig,Finance
67570,Odysseas,Baig,Finance
67570,Odysseas,Baig,Sales
235197,Abdelwaheb,Baig,Production
235197,Abdelwaheb,Baig,Research
59435,Serge,Baig,Development
84797,Tadanori,Baig,Production
250516,Oddvar,Baig,Development
105800,Golgen,Baig,Sales
258863,Elvia,Baig,Development
208725,Gilbert,Baig,Research
493642,Sanjai,Baig,Sales
92644,Hideo,Baig,Production
404996,Gay,Baig,Sales
451416,Tru,Baig,Sales
480823,Ulf,Baig,Development
232201,Weicheng,Baig,Sales
492190,Uma,Baig,Production
276010,Khoa,Baig,Development
449599,Aloke,Baig,Research
444004,Adit,Baig,Production
486977,Jaideep,Baik,Development
237658,Indrajit,Baik,Production
445550,Shaz,Baik,Development
294930,Remmert,Baik,Sales
231122,Jeane,Baik,Development
409822,Bedrich,Baik,Production
242198,Maria,Baik,Research
460368,Sudhanshu,Baik,Quality Management
215620,Aiichiro,Baik,Production
84137,Genevieve,Baik,Customer Service
496045,Marco,Baik,Development
467060,Aimee,Baik,Customer Service
429071,Domenico,Baik,Development
483667,Adhemar,Baik,Development
47311,Saeko,Baik,Customer Service
483342,Jiakeng,Baik,Development
270649,Slavian,Baik,Development
203154,Ger,Baik,Development
490453,Eckart,Baik,Development
478241,Zito,Baik,Research
23554,Toshiki,Bail,Quality Management
209279,Roddy,Bail,Research
81805,Gianluca,Bail,Production
68585,Vatsa,Bail,Human Resources
70117,Arie,Bail,Development
229182,Georg,Bail,Production
256783,Gonzalo,Bail,Quality Management
23554,Toshiki,Bail,Production
41140,Tonny,Bail,Sales
65390,Dayanand,Bail,Production
59349,Martijn,Bail,Development
226853,Wuxu,Bail,Development
107823,Nimmagadda,Bail,Development
100137,Seongbae,Bail,Development
266542,Shim,Bail,Sales
275565,Frederique,Bail,Human Resources
275565,Frederique,Bail,Finance
411928,JiYoung,Bain,Finance
95294,Dulce,Bain,Development
411484,Arvin,Bain,Development
481200,Seongbae,Bain,Quality Management
481200,Seongbae,Bain,Production
230245,Thodoros,Bain,Customer Service
483051,Mingdong,Bain,Finance
411928,JiYoung,Bain,Human Resources
87319,Zita,Bain,Development
85811,Dayanand,Bain,Production
200491,Chinhyun,Bain,Production
243215,Yakichi,Bain,Sales
400325,Zhenbing,Bain,Production
28565,Rosalie,Bain,Marketing
204220,Xiaoshan,Bain,Sales
457051,Rosli,Bain,Sales
256707,Breannda,Bain,Sales
224375,Zhilian,Bain,Research
87319,Zita,Bain,Research
240684,Masaki,Bain,Sales
62591,Limsoon,Baja,Research
18666,Hitofumi,Baja,Research
59130,Mingsen,Baja,Production
18666,Hitofumi,Baja,Development
20635,Fumino,Baja,Production
86183,Takahiro,Baja,Production
72661,Dinah,Baja,Human Resources
257934,Ziyad,Baja,Production
105561,Mariangiola,Baja,Production
228436,Vugranam,Baja,Development
44288,Ingemar,Baja,Customer Service
22443,Mari,Baja,Production
22861,Susumu,Baja,Production
475167,Younwoo,Baja,Production
260144,Fun,Baja,Sales
285061,Babette,Baja,Sales
250169,Henk,Baja,Production
94680,Teruyuki,Baja,Sales
462760,Chenye,Baja,Sales
416589,Jianhua,Bakhtari,Development
439572,Christoph,Bakhtari,Human Resources
449459,Pohua,Bakhtari,Production
254868,Mohammad,Bakhtari,Development
59743,Zhenhua,Bakhtari,Development
66520,Juichirou,Bakhtari,Quality Management
430859,Gritta,Bakhtari,Sales
460302,Valeri,Bakhtari,Marketing
56364,Zdislav,Bakhtari,Finance
462549,Gretta,Bakhtari,Production
460302,Valeri,Bakhtari,Human Resources
298592,Jiann,Bakhtari,Development
19134,Seongbin,Bakhtari,Sales
73687,Zito,Bakhtari,Sales
425860,JoAnna,Bakhtari,Sales
42159,Ipke,Bala,Production
229470,Teunis,Bala,Marketing
91227,Spyrose,Bala,Production
15714,Troy,Bala,Production
15869,Guoxiang,Bala,Production
41039,Subhankar,Bala,Production
59507,Falguni,Bala,Human Resources
439156,Kenroku,Bala,Quality Management
50995,Ugo,Bala,Sales
494586,Youngkon,Bala,Development
74126,Dulce,Bala,Production
439156,Kenroku,Bala,Production
229470,Teunis,Bala,Customer Service
261754,Tzvetan,Bala,Development
297900,Fuqing,Bala,Finance
17072,Richara,Bala,Customer Service
41039,Subhankar,Bala,Quality Management
211427,Yechiam,Bala,Sales
415555,Yuchang,Bala,Development
448440,Idoia,Bala,Sales
458891,Kiam,Bala,Production
80466,Takahiro,Bala,Sales
474168,Ulises,Bala,Customer Service
82379,Sanjai,Bala,Quality Management
499548,Aloys,Bale,Development
232098,Margareta,Bale,Sales
471929,Kristen,Bale,Development
292488,Candida,Bale,Customer Service
292488,Candida,Bale,Production
230916,Lena,Bale,Human Resources
277853,Manibrata,Bale,Sales
249924,Remmert,Bale,Development
68673,Elvia,Bale,Production
24121,Franziska,Bale,Production
72264,Alain,Bale,Development
76760,Adib,Bale,Production
86405,Sreekrishna,Bale,Quality Management
484808,Siddarth,Bale,Development
484808,Siddarth,Bale,Production
109090,Mircea,Bale,Development
59462,Lech,Bale,Human Resources
424995,Jouni,Bale,Sales
25339,Brewster,Bale,Development
431367,Bilhanan,Bale,Research
427464,Nahid,Bale,Finance
283770,Takahira,Bale,Quality Management
263000,Mayuko,Bale,Sales
107293,Haldon,Ballarin,Sales
224004,Sastry,Ballarin,Quality Management
401264,Jahangir,Ballarin,Production
45216,Gou,Ballarin,Development
427371,Emdad,Ballarin,Development
32587,Sugwoo,Ballarin,Production
73004,Mitchel,Ballarin,Quality Management
15977,King,Ballarin,Research
409199,Shushma,Ballarin,Production
407229,Narain,Ballarin,Development
475756,Susumu,Ballarin,Development
454274,Masali,Bamford,Production
499171,Michaela,Bamford,Production
482112,Ronghao,Bamford,Research
97341,Foong,Bamford,Research
76897,Achilleas,Bamford,Production
53162,Marke,Bamford,Quality Management
473757,Xuejia,Bamford,Marketing
278733,Moty,Bamford,Customer Service
57246,Uinam,Bamford,Marketing
16799,Shigeichiro,Bamford,Development
60653,Wonhee,Bamford,Development
18580,Mabo,Bamford,Production
433891,Samphel,Bamford,Production
108794,Basil,Bamford,Development
420597,Ferdinand,Bamford,Production
494974,Tooru,Bamford,Production
103271,Trygve,Bamford,Quality Management
247060,Pranay,Bamford,Customer Service
55429,Miyeon,Bamford,Production
262550,Masako,Baranowski,Sales
27528,Martijn,Baranowski,Research
27528,Martijn,Baranowski,Development
469910,Huiqun,Baranowski,Development
437553,Zeljko,Baranowski,Research
19501,Kokou,Baranowski,Finance
79114,Jessie,Baranowski,Production
425252,Patricio,Baranowski,Quality Management
30136,Unal,Baranowski,Research
430362,Marc,Baranowski,Research
68578,Weidon,Baranowski,Production
52299,Shin,Baranowski,Development
87483,Vesna,Baranowski,Production
87483,Vesna,Baranowski,Development
237803,Lihong,Baranowski,Production
484676,Erez,Barbanera,Production
286502,Margo,Barbanera,Marketing
275076,Foong,Barbanera,Research
292301,Maris,Barbanera,Development
495047,Tetsushi,Barbanera,Human Resources
292301,Maris,Barbanera,Production
88255,Tesuro,Barbanera,Marketing
407970,Sangeeta,Barbanera,Production
290510,Oksana,Barbanera,Marketing
87337,Huai,Barbanera,Production
423406,Yuuichi,Barbanera,Human Resources
256769,Shiv,Barbanera,Sales
17146,Aemilian,Barbanera,Sales
496014,Yuchang,Barbanera,Production
87337,Huai,Barbanera,Customer Service
236414,Shigehiro,Barbanera,Production
222702,Dmitry,Barbanera,Development
88255,Tesuro,Barbanera,Customer Service
211589,Temple,Barbanera,Development
85199,Souichi,Barbanera,Development
107746,Kish,Barbanera,Marketing
26623,Berni,Barbanera,Sales
215946,Josyula,Barbanera,Development
13186,Kyoichi,Barbanera,Sales
430360,Bokyung,Bardell,Customer Service
430360,Bokyung,Bardell,Marketing
458495,Ayonca,Bardell,Research
238934,Evgueni,Bardell,Development
468296,Shan,Bardell,Sales
281956,Jessie,Bardell,Customer Service
56382,Valery,Bardell,Sales
257350,Kaijung,Bardell,Production
59374,Zhaofang,Bardell,Marketing
21612,Martial,Bardell,Sales
250454,Paddy,Bardell,Research
250454,Paddy,Bardell,Development
66907,Turgut,Bardell,Human Resources
459636,DAIDA,Bardell,Marketing
432710,Paraskevi,Bardell,Development
32089,Jianhua,Bardell,Quality Management
215697,Tooru,Bardell,Development
67936,Valery,Bardell,Customer Service
32089,Jianhua,Bardell,Production
109267,Ziyad,Bardell,Development
23532,Duke,Bardell,Sales
268386,Jiong,Bardell,Development
288322,Shahab,Bardell,Development
285348,Jianhui,Bardell,Production
292281,Lakshmi,Bardell,Sales
237154,Makato,Bardell,Customer Service
463699,Roded,Bardell,Quality Management
237110,Yishay,Bardell,Human Resources
411160,Rafols,Barinka,Finance
258054,Divier,Barinka,Production
412560,Mari,Barinka,Sales
219138,Yoshimitsu,Barinka,Development
251043,Kazuhisa,Barinka,Finance
273067,Matk,Barinka,Sales
264403,Jeane,Barinka,Production
436869,Billie,Barinka,Development
285560,Shigehito,Barinka,Development
27905,Monique,Barinka,Development
57566,Masami,Barinka,Development
46124,Shunichi,Barinka,Sales
403102,Jianwen,Barinka,Production
37466,Mabhin,Barinka,Development
208086,Utpal,Barinka,Production
299462,Chenye,Barinka,Development
299462,Chenye,Barinka,Production
239749,Limsoon,Barinka,Production
208726,Mary,Barinka,Development
295351,Niranjan,Barinka,Sales
224002,Gaurav,Barinka,Production
22367,Terresa,Barinka,Production
63236,Shan,Barinka,Marketing
45432,Richard,Barreiro,Sales
47640,Persi,Barreiro,Development
226905,Koldo,Barreiro,Research
251883,Trygve,Barreiro,Sales
14513,Samphel,Barreiro,Sales
231756,Ronnie,Barreiro,Quality Management
264019,Ulises,Barreiro,Sales
14513,Samphel,Barreiro,Marketing
244675,Aloys,Barreiro,Development
262319,Mooi,Barreiro,Production
297351,Magy,Barreiro,Finance
262319,Mooi,Barreiro,Development
38243,Herbert,Barreiro,Development
42663,Lech,Barreiro,Marketing
480283,Elvia,Barreiro,Marketing
84459,Amalendu,Barreiro,Development
479562,Temple,Barreiro,Research
451567,Utz,Barreiro,Research
96405,Subbu,Barreiro,Production
293353,Zhanqiu,Barreiro,Marketing
408523,Shan,Barreiro,Production
418659,Basim,Barreiro,Development
266599,Rosine,Barreiro,Production
479562,Temple,Barreiro,Development
289295,Shuzo,Barriga,Customer Service
480841,Hatim,Barriga,Finance
446264,Kasturi,Barriga,Quality Management
412951,Paris,Barriga,Sales
413336,Toshimo,Barriga,Production
283847,Fai,Barriga,Sales
442763,Weidon,Barriga,Human Resources
276774,Bader,Barriga,Human Resources
445633,Michaela,Barriga,Production
247168,Taisook,Barriga,Production
482820,Weiye,Barriga,Sales
54089,Sandeepan,Barriga,Development
262557,Rosalie,Barriga,Sales
14888,Temple,Barriga,Sales
464699,True,Barriga,Production
77573,Gro,Barriga,Research
464699,True,Barriga,Quality Management
28344,Fan,Barriga,Sales
484597,Alejandro,Barriga,Development
40391,Tadahiko,Barriga,Finance
211009,Unal,Barriga,Marketing
208689,Hideo,Barvinok,Sales
483999,Jouko,Barvinok,Marketing
428516,Shaw,Barvinok,Customer Service
488627,Sven,Barvinok,Development
297755,Kazuhide,Barvinok,Production
108963,Sanjiv,Barvinok,Production
233443,Satosi,Barvinok,Human Resources
250470,Nimmagadda,Barvinok,Customer Service
49894,Wilmer,Barvinok,Development
49894,Wilmer,Barvinok,Customer Service
427988,Martial,Barvinok,Sales
79041,Pranav,Barvinok,Human Resources
462510,Kshitij,Barvinok,Development
250528,Abdulla,Barvinok,Marketing
250528,Abdulla,Barvinok,Sales
493594,Jayesh,Barvinok,Customer Service
93102,Magdalena,Barvinok,Production
266783,Pranjal,Barvinok,Human Resources
437093,Otmar,Barvinok,Production
255156,Constantino,Barvinok,Production
271284,Jackson,Barvinok,Development
243109,Nagui,Barvinok,Quality Management
270296,Jasminko,Barvinok,Finance
470546,Susanne,Barvinok,Human Resources
243109,Nagui,Barvinok,Production
243099,Mansur,Barvinok,Development
471304,Shrikanth,Barvinok,Development
97468,Ramalingam,Barvinok,Customer Service
97468,Ramalingam,Barvinok,Sales
493594,Jayesh,Barvinok,Development
228587,Katsuo,Basagni,Sales
473564,Serge,Basagni,Production
260378,Taisook,Basagni,Development
82708,Rajmohan,Basagni,Finance
413067,Monique,Basagni,Human Resources
218414,Shay,Basagni,Production
214862,Ziva,Basagni,Research
412332,Eirik,Basagni,Production
407233,Chenye,Basagni,Marketing
455957,Mack,Basagni,Sales
457948,Fayez,Basagni,Development
201191,Kitty,Basagni,Sales
488667,Mayumi,Basagni,Development
465550,Chaosheng,Basagni,Research
207512,Valeska,Basagni,Sales
432402,Adib,Basagni,Development
75201,Boguslaw,Basagni,Sales
58177,Vidar,Basagni,Customer Service
40647,Mitsuyuki,Basagni,Production
229822,Vidya,Basagni,Development
13809,Kiyotoshi,Basagni,Customer Service
99290,Youssef,Basagni,Development
220119,Kauko,Basagni,Sales
220512,Gretta,Basagni,Quality Management
78493,Kaijung,Basagni,Development
422671,Ronghao,Basagni,Production
16453,Goncalo,Basart,Human Resources
38015,Sorina,Basart,Human Resources
38336,Chaoyi,Basart,Customer Service
472009,Kotesh,Basart,Research
47763,Yagil,Basart,Sales
20716,Nikolaos,Basart,Human Resources
67395,Sakthirel,Basart,Quality Management
76562,Renee,Basart,Sales
16234,Jacopo,Basart,Customer Service
22730,Premal,Basart,Research
14683,Alois,Basart,Production
32147,Shahaf,Basart,Development
14683,Alois,Basart,Customer Service
298333,Huican,Basart,Sales
69637,Tse,Basart,Sales
52531,Khosrow,Basart,Human Resources
497565,Dinah,Basart,Development
448707,Laurentiu,Basart,Finance
284696,Rasikan,Basart,Human Resources
498281,Tomokazu,Basawa,Development
498281,Tomokazu,Basawa,Production
272947,Kirk,Basawa,Sales
459173,Lein,Basawa,Sales
235018,Guozhong,Basawa,Development
238360,Demin,Basawa,Sales
453837,Shrikanth,Basawa,Sales
